Index,Src_IP,Src_Port,Dst_IP,Dst_Port,Protocol,Timestamp,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down/Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts/b_Avg,Fwd_Pkts/b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts/b_Avg,Bwd_Pkts/b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label,Cat,S_octet1,S_octet2,S_octet3,S_octet4,D_octet1,D_octet2,D_octet3,D_octet4
10,192.168.0.24,10102,40.100.49.34,443,6,04/09/2019 03:58:32 AM,54,2,3,0.0,4076.0,0.0,0.0,0.0,0.0,1460.0,1156.0,1358.6666666666667,175.51448183364622,75481481.48148148,92592.5925925926,13.5,4.795831523312719,20.0,9.0,40.0,40.0,0.0,40.0,40.0,43.0,21.5,2.1213203435596424,23.0,20.0,0,0,0,0,40,60,37037.03703703704,55555.55555555556,0.0,1460.0,922.6666666666669,724.327734293439,524650.6666666667,0,0,0,0,1,0,0,0,1.0,1107.2,0.0,1358.6666666666667,0,0,0,0,0,0,2,0,3,4076,-1,2048,0,0,0.0,0.0,0.0,0.0,13.5,4.795831523312719,20.0,9.0,Anomaly,Mirai,192,168,0,24,40,100,49,34
11,104.118.134.215,443,192.168.0.24,43238,6,25/07/2019 03:26:18 AM,165,1,1,1441.0,1441.0,1441.0,1441.0,1441.0,0.0,1441.0,1441.0,1441.0,0.0,17466666.666666668,12121.212121212122,165.0,0.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,6060.606060606061,6060.606060606061,1441.0,1441.0,1441.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,2161.5,1441.0,1441.0,0,0,0,0,0,0,1,1441,1,1441,-1,252,1,0,0.0,0.0,0.0,0.0,165.0,0.0,165.0,165.0,Anomaly,Mirai,104,118,134,215,192,168,0,24
12,192.168.0.13,53604,52.219.36.20,443,6,25/07/2019 03:24:59 AM,199,2,1,2800.0,1400.0,1400.0,1400.0,1400.0,0.0,1400.0,1400.0,1400.0,0.0,21105527.638190955,15075.376884422109,99.5,33.23401871576773,123.0,76.0,76.0,76.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,10050.251256281406,5025.125628140703,1400.0,1400.0,1400.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,1866.666666666667,1400.0,1400.0,0,0,0,0,0,0,2,2800,1,1400,-1,2800,2,0,0.0,0.0,0.0,0.0,99.5,33.23401871576773,123.0,76.0,Anomaly,Mirai,192,168,0,13,52,219,36,20
13,192.168.0.13,10000,192.168.0.16,10101,17,25/07/2019 03:25:48 AM,212,3,1,4290.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,26981132.0754717,18867.924528301886,70.66666666666667,0.5773502691896257,71.0,70.0,141.0,70.5,0.7071067811865476,71.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,14150.943396226416,4716.981132075472,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1787.5,1430.0,1430.0,0,0,0,0,0,0,3,4290,1,1430,-1,-1,3,0,0.0,0.0,0.0,0.0,70.66666666666667,0.5773502691896257,71.0,70.0,Anomaly,Mirai,192,168,0,13,192,168,0,16
14,192.168.0.24,60079,210.89.164.90,8899,17,25/07/2019 03:20:43 AM,40,10,1,320.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,8800000.0,275000.0,4.0,1.563471919941143,7.0,1.0,37.0,4.111111111111111,1.6158932858054431,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,8,250000.0,25000.0,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,34.90909090909091,32.0,32.0,0,0,0,0,0,0,10,320,1,32,-1,-1,10,0,1.0,0.0,1.0,1.0,4.333333333333332,1.224744871391589,7.0,3.0,Anomaly,Mirai,192,168,0,24,210,89,164,90
15,192.168.0.13,9020,192.168.0.23,44144,6,26/05/2019 10:06:28 PM,60431,5,7,5680.0,1097.0,1388.0,1041.0,1136.0,144.4610674195646,1097.0,0.0,156.71428571428572,414.6270268911223,112144.42918369712,198.5735797852096,5493.727272727273,12649.922451073831,43394.0,121.0,56804.0,14201.000000000002,21738.29375395717,46693.0,898.0,60431.0,10071.833333333332,18541.28181563148,47389.0,371.0,0,1,0,0,160,224,82.73899157717067,115.83458820803892,0.0,1388.0,605.6923076923076,589.742370957492,347796.0641025641,0,0,0,1,1,0,0,0,1.0,656.1666666666666,1136.0,156.71428571428572,0,0,0,0,0,0,5,5680,7,1097,-1,32678,5,0,443.0,326.401593133367,898.0,121.0,9708.333333333334,16525.22015183661,43394.0,1394.0,Anomaly,DoS,192,168,0,13,192,168,0,23
16,192.168.0.13,56361,192.168.0.16,10101,17,25/07/2019 03:24:09 AM,293,0,5,0.0,168.0,0.0,0.0,0.0,0.0,40.0,32.0,33.6,3.577708763999663,573378.8395904436,17064.84641638225,73.25,0.4999999999999992,74.0,73.0,0.0,0.0,0.0,0.0,0.0,293.0,73.25,0.4999999999999992,74.0,73.0,0,0,0,0,0,40,0.0,17064.84641638225,32.0,40.0,34.66666666666667,4.1311822359545785,17.06666666666667,0,0,0,0,0,0,0,0,0.0,41.6,0.0,33.6,0,0,0,0,0,0,0,0,5,168,-1,-1,0,0,0.0,0.0,0.0,0.0,73.25,0.4999999999999992,74.0,73.0,Anomaly,Mirai,192,168,0,13,192,168,0,16
17,192.168.0.13,9020,192.168.0.16,49784,6,20/05/2019 04:56:32 AM,120,1,1,30.0,1388.0,30.0,30.0,30.0,0.0,1388.0,1388.0,1388.0,0.0,11816666.666666664,16666.666666666668,120.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,8333.333333333334,8333.333333333334,30.0,1388.0,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,1.0,1403.0,30.0,1388.0,0,0,0,0,0,0,1,30,1,1388,-1,1869,1,0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,120.0,Normal,Normal,192,168,0,13,192,168,0,16
18,192.168.0.13,56361,192.168.0.16,10101,17,25/07/2019 03:24:23 AM,154,0,2,0.0,72.0,0.0,0.0,0.0,0.0,40.0,32.0,36.0,5.656854249492381,467532.4675324675,12987.012987012988,154.0,0.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,154.0,154.0,0.0,154.0,154.0,0,0,0,0,0,16,0.0,12987.012987012988,32.0,40.0,37.333333333333336,4.618802153517006,21.33333333333333,0,0,0,0,0,0,0,0,0.0,56.0,0.0,36.0,0,0,0,0,0,0,0,0,2,72,-1,-1,0,0,0.0,0.0,0.0,0.0,154.0,0.0,154.0,154.0,Anomaly,Mirai,192,168,0,13,192,168,0,16
19,192.168.0.24,60183,210.89.164.90,8899,17,25/07/2019 03:21:07 AM,267,2,1,64.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,359550.5617977528,11235.955056179777,133.5,185.969083452062,265.0,2.0,265.0,265.0,0.0,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,7490.636704119851,3745.3183520599255,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,42.66666666666666,32.0,32.0,0,0,0,0,0,0,2,64,1,32,-1,-1,2,0,0.0,0.0,0.0,0.0,133.5,185.969083452062,265.0,2.0,Anomaly,Mirai,192,168,0,24,210,89,164,90
20,192.168.0.13,10000,192.168.0.16,10101,17,25/07/2019 03:25:42 AM,252,3,1,4290.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,22698412.69841269,15873.015873015873,84.0,25.11971337416094,113.0,69.0,183.0,91.5,30.40559159102155,113.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,11904.761904761905,3968.253968253968,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1787.5,1430.0,1430.0,0,0,0,0,0,0,3,4290,1,1430,-1,-1,3,0,0.0,0.0,0.0,0.0,84.0,25.11971337416094,113.0,69.0,Anomaly,Mirai,192,168,0,13,192,168,0,16
